spend per visit,nights per visit,quarter,dur_stay,mode,purpose
240.2004276,4.001985201,January-March,4-7  nights,Tunnel,VFR
678.2949736,8.187646321,January-March,8-14 nights,Air,Holiday
997.6473006,8.836770297,January-March,8-14 nights,Air,VFR
0,2.000005701,January-March,15+  nights,Air,Holiday
1978.893047,33.90996856,January-March,15+  nights,Air,Business
274.4054625,2.265125645,January-March,1-3  nights,Air,Holiday
446.7035383,1.74375011,January-March,1-3  nights,Air,Business
156.1963433,2.32917292,January-March,1-3  nights,Air,VFR
163.9994418,1,January-March,1-3  nights,Air,Study
343.9095272,1.644218347,January-March,1-3  nights,Air,Miscellaneous
0,1.309434517,January-March,1-3  nights,Sea,Business
24.18365484,2.704688388,January-March,1-3  nights,Tunnel,Business
334.1017567,4.033097327,January-March,4-7  nights,Air,Holiday
2625.942101,4.490666478,January-March,4-7  nights,Air,Business
225.780031,4.145132391,January-March,4-7  nights,Air,VFR
675.9257461,6.20208867,January-March,4-7  nights,Air,Miscellaneous
552.9818421,9.131612175,January-March,8-14 nights,Air,Holiday
1671.986337,6.990240122,January-March,8-14 nights,Air,Business
199.8865532,6.738859919,January-March,8-14 nights,Air,VFR
132.1620385,2.945310306,January-March,8-14 nights,Air,Miscellaneous
206.603796,29.51671029,January-March,15+  nights,Air,Holiday
867.6120955,19.68035073,January-March,15+  nights,Air,Business
142.7798497,16.30712466,January-March,15+  nights,Air,VFR
282.3406268,29.45305747,January-March,15+  nights,Air,Miscellaneous
360.1642695,2.60208392,January-March,1-3  nights,Air,Holiday
374.8097196,1.852604235,January-March,1-3  nights,Air,Business
313.9996826,2.999995003,January-March,1-3  nights,Air,VFR
48.00018927,1,January-March,1-3  nights,Air,Miscellaneous
339.6342699,2.996946909,January-March,4-7  nights,Air,Holiday
789.8166513,5.018251465,January-March,4-7  nights,Air,Business
1739.658781,4.586585543,January-March,4-7  nights,Air,VFR
114.0000124,6.000006796,January-March,4-7  nights,Air,Miscellaneous
38.99996742,13.9999928,January-March,8-14 nights,Air,VFR
1756.99463,6.999995322,January-March,8-14 nights,Air,Study
190.0539502,3.469452316,January-March,15+  nights,Air,Holiday
743.4633284,11.67877458,January-March,15+  nights,Air,VFR
188.9462782,2.946651878,January-March,1-3  nights,Air,Holiday
287.8117542,1.733309333,January-March,1-3  nights,Air,Business
341.9281401,1,January-March,1-3  nights,Air,VFR
198.9999614,1,January-March,1-3  nights,Air,Miscellaneous
761.6832178,4.44479549,January-March,4-7  nights,Air,Holiday
796.4845316,3.039212406,January-March,4-7  nights,Air,Business
614.0010399,6.999995245,January-March,4-7  nights,Air,VFR
533.9994757,7.000002297,January-March,4-7  nights,Air,Miscellaneous
614.0020416,8,January-March,8-14 nights,Air,VFR
2747.1665,17.53951158,January-March,15+  nights,Air,Holiday
3014.001456,18.00001492,January-March,15+  nights,Air,Miscellaneous
259.3066983,2.533624269,January-March,1-3  nights,Air,Holiday
379.4523044,1.577811928,January-March,1-3  nights,Air,Business
337.4926795,2.72997406,January-March,1-3  nights,Air,VFR
273.7656471,2.281522644,January-March,1-3  nights,Air,Miscellaneous
326.3452507,3.419205455,January-March,4-7  nights,Air,Holiday
533.6209777,3.901354651,January-March,4-7  nights,Air,Business
468.9671206,5.153241025,January-March,4-7  nights,Air,VFR
671.8288557,3.788247672,January-March,4-7  nights,Air,Miscellaneous
80.15135036,7.042321534,January-March,8-14 nights,Air,Holiday
476.5288637,8.083175429,January-March,8-14 nights,Air,Business
842.2500859,8.878372887,January-March,8-14 nights,Air,VFR
917.8661181,19.88830755,January-March,15+  nights,Air,Miscellaneous
164.5444613,2.000001545,January-March,1-3  nights,Air,Holiday
380.192405,1.648515242,January-March,1-3  nights,Air,Business
103.0946256,2.016489655,January-March,1-3  nights,Air,VFR
202.3277488,4.075700907,January-March,4-7  nights,Air,Holiday
645.2037148,3.40872459,January-March,4-7  nights,Air,Business
457.0000676,2.999999924,January-March,4-7  nights,Air,Miscellaneous
455.2500713,3.000000076,January-March,8-14 nights,Air,Business
834.8148604,8.065973397,January-March,8-14 nights,Air,VFR
3909.629874,81.90133464,January-March,15+  nights,Air,Business
379.0528699,2.325293306,January-March,1-3  nights,Air,Holiday
311.3099504,1.535076239,January-March,1-3  nights,Air,Business
322.6127285,2.192205513,January-March,1-3  nights,Air,VFR
194.5415682,1.486977136,January-March,1-3  nights,Air,Miscellaneous
288.7607102,3.001489106,January-March,1-3  nights,Sea,VFR
120.5258624,3.001490807,January-March,1-3  nights,Tunnel,Holiday
318.1970366,4.403001062,January-March,4-7  nights,Air,Holiday
892.9106577,3.430815134,January-March,4-7  nights,Air,Business
329.7604978,4.564465705,January-March,4-7  nights,Air,VFR
703.0689991,5.002477552,January-March,4-7  nights,Sea,VFR
513.4529221,7.893093647,January-March,8-14 nights,Air,Holiday
333.7778581,8.119998616,January-March,8-14 nights,Air,VFR
882.4287806,16.9217899,January-March,15+  nights,Air,Holiday
157.6212591,18.9543052,January-March,15+  nights,Air,VFR
4013.994619,2.999994225,January-March,1-3  nights,Air,Holiday
514.7880633,1.676702072,January-March,1-3  nights,Air,Business
172.6105505,2.900382063,January-March,1-3  nights,Air,VFR
156.9999323,1,January-March,1-3  nights,Air,Miscellaneous
8.980057442,1,January-March,1-3  nights,Sea,Business
930.9394837,6.415313624,January-March,4-7  nights,Air,Holiday
2464.325133,4.797561043,January-March,4-7  nights,Air,Business
610.4010705,6.76755214,January-March,4-7  nights,Air,VFR
8.544154324,1,January-March,4-7  nights,Sea,Business
404.5444761,4.211207496,January-March,8-14 nights,Air,Holiday
584.8967747,7.734337034,January-March,8-14 nights,Air,VFR
1214.000009,21.00007282,January-March,15+  nights,Air,Business
524.3978533,69.99770309,January-March,15+  nights,Air,VFR
453.3138373,2.478155865,January-March,1-3  nights,Air,Holiday
733.8968029,1.678850522,January-March,1-3  nights,Air,Business
275.4154543,2.681630993,January-March,1-3  nights,Air,VFR
42.7534003,1,January-March,1-3  nights,Air,Miscellaneous
351.7019459,1,January-March,1-3  nights,Tunnel,Business
1823.722664,6.254069504,January-March,4-7  nights,Air,Holiday
379.8761335,4.542269963,January-March,4-7  nights,Air,Business
320.5924432,3.407317164,January-March,4-7  nights,Air,VFR
490.7080492,5.000003902,January-March,4-7  nights,Tunnel,Holiday
189.2785828,2,January-March,4-7  nights,Tunnel,Business
637.8994448,9.58413808,January-March,8-14 nights,Air,Holiday
723.1497597,11.56681094,January-March,8-14 nights,Air,Business
248.0716256,7.357213369,January-March,8-14 nights,Air,VFR
281.5667649,16.56186359,January-March,15+  nights,Air,Business
1543.831994,39.36018592,January-March,15+  nights,Air,VFR
1868.200134,50.52576098,January-March,15+  nights,Air,Study
402.5941512,2.739729739,January-March,1-3  nights,Air,Holiday
450.4825672,1.699295538,January-March,1-3  nights,Air,Business
476.3513133,2.505974515,January-March,1-3  nights,Air,VFR
392.9250079,2.473917259,January-March,1-3  nights,Air,Miscellaneous
539.7694589,4.496997259,January-March,4-7  nights,Air,Holiday
631.3993434,3.654403586,January-March,4-7  nights,Air,Business
240.8914722,4.965987687,January-March,4-7  nights,Air,VFR
366.0808181,4.00817189,January-March,4-7  nights,Air,Miscellaneous
55.45819265,1,January-March,4-7  nights,Sea,Business
237.1009175,4,January-March,4-7  nights,Tunnel,Holiday
110.4722826,3.908481028,January-March,8-14 nights,Air,Holiday
820.4985767,5.999979252,January-March,8-14 nights,Air,Business
227.8426809,8.402882784,January-March,8-14 nights,Air,VFR
823.0875359,20.5541001,January-March,15+  nights,Air,VFR
796.0947911,22.26384576,January-March,15+  nights,Air,Study
603.0970753,2.674478989,January-March,1-3  nights,Air,Holiday
518.6359655,1.548607219,January-March,1-3  nights,Air,Business
219.2443993,1.402029321,January-March,1-3  nights,Air,Miscellaneous
49.99987734,1,January-March,1-3  nights,Tunnel,VFR
520.5154375,4.000002194,January-March,4-7  nights,Air,Holiday
1042.180643,5.513082771,January-March,4-7  nights,Air,Business
38.99999392,3.999994431,January-March,4-7  nights,Air,VFR
859.8524153,5.918484613,January-March,8-14 nights,Air,Business
464.0001418,17.99998853,January-March,15+  nights,Air,Business
213.7597403,2.830663226,January-March,1-3  nights,Air,Holiday
162.7324415,1.324994739,January-March,1-3  nights,Air,Business
29.45640009,1.790396165,January-March,1-3  nights,Air,VFR
15.02395632,1,January-March,1-3  nights,Sea,Business
5.008020559,1,January-March,1-3  nights,Tunnel,Business
283.8563236,6.185843309,January-March,4-7  nights,Air,Holiday
199.9856301,3.52555808,January-March,4-7  nights,Air,VFR
200.3247222,4,January-March,4-7  nights,Tunnel,Holiday
13.08315959,9.695274658,January-March,8-14 nights,Air,VFR
386.8902553,15.86501213,January-March,15+  nights,Air,VFR
1402.275593,43.0000151,January-March,15+  nights,Tunnel,Holiday
69.11201576,44.9999955,January-March,15+  nights,Tunnel,VFR
151.3295236,2.329723174,January-March,1-3  nights,Air,Holiday
236.3748468,1.628582491,January-March,1-3  nights,Air,Business
66.22944585,2.424906388,January-March,1-3  nights,Air,VFR
355.8282006,1.841766123,January-March,1-3  nights,Air,Miscellaneous
8.676718307,1.532273901,January-March,1-3  nights,Sea,Business
250.4078224,3.000004324,January-March,1-3  nights,Tunnel,Holiday
56.487471,1.427665034,January-March,1-3  nights,Tunnel,Business
146.9534094,2.805620245,January-March,4-7  nights,Air,Holiday
809.7278408,4.731082698,January-March,4-7  nights,Air,Business
70.63231962,4.590725743,January-March,4-7  nights,Air,VFR
189.5536455,7.367051492,January-March,4-7  nights,Air,Miscellaneous
750.0175385,6.129100041,January-March,4-7  nights,Sea,Business
50.08090356,3.999991352,January-March,4-7  nights,Tunnel,Holiday
480.7163529,6.085366636,January-March,8-14 nights,Air,Business
262.2376653,7.991502766,January-March,8-14 nights,Air,VFR
1152.282124,20.25940186,January-March,8-14 nights,Air,Miscellaneous
83.74848641,12.09353968,January-March,8-14 nights,Tunnel,VFR
281.0527801,21.87649108,January-March,15+  nights,Air,Holiday
1226.844857,44.63971776,January-March,15+  nights,Air,VFR
356.5951146,59.02657231,January-March,15+  nights,Tunnel,VFR
3462.866713,162.6074796,January-March,15+  nights,Tunnel,Miscellaneous
199.891316,2.725910092,January-March,1-3  nights,Air,Holiday
222.6561062,1.580950674,January-March,1-3  nights,Air,Business
37.08679009,2.554861362,January-March,1-3  nights,Air,VFR
238.136804,4.508092285,January-March,4-7  nights,Air,Holiday
778.5228238,4.77958725,January-March,4-7  nights,Air,Business
187.7156994,4.494833418,January-March,4-7  nights,Air,VFR
489.7078986,13.59705808,January-March,8-14 nights,Air,Holiday
886.1283093,10.42797666,January-March,8-14 nights,Air,Business
488.7833332,11.9226765,January-March,8-14 nights,Air,VFR
745.4744495,3.15571498,January-March,1-3  nights,Air,Holiday
834.4524019,2.259808923,January-March,1-3  nights,Air,Business
90.82147756,2.679172075,January-March,1-3  nights,Air,Miscellaneous
137.0224595,1.799998827,January-March,1-3  nights,Sea,Holiday
200.324941,2,January-March,1-3  nights,Tunnel,VFR
1104.318526,6.799054878,January-March,4-7  nights,Air,Holiday
1426.213819,5.008264792,January-March,4-7  nights,Air,Business
954.3324063,3.572221209,January-March,4-7  nights,Air,Miscellaneous
500.81345,6.999995938,January-March,4-7  nights,Tunnel,Holiday
385.5644037,8.988745564,January-March,8-14 nights,Air,Holiday
1578.277718,8.652673225,January-March,8-14 nights,Air,Business
527.4144481,13.85811916,January-March,8-14 nights,Air,VFR
275.7256179,19.79729641,January-March,15+  nights,Air,VFR
1013.99879,32.00001145,January-March,15+  nights,Air,Study
396.2080908,2.297669508,January-March,1-3  nights,Air,Holiday
401.6379628,2.091227413,January-March,1-3  nights,Air,Business
905.5674761,2.288257606,January-March,1-3  nights,Air,VFR
91.82740945,1.381518823,January-March,1-3  nights,Air,Miscellaneous
0,1,January-March,1-3  nights,Sea,Miscellaneous
602.099125,5.586650886,January-March,4-7  nights,Air,Holiday
658.4860225,4.713954959,January-March,4-7  nights,Air,Business
622.3648552,6.180474862,January-March,4-7  nights,Air,VFR
249.76991,3.701206505,January-March,4-7  nights,Air,Miscellaneous
1266.725711,9.760750991,January-March,8-14 nights,Air,Holiday
1679.995235,7.999994725,January-March,8-14 nights,Air,Business
251.7316315,9.04500132,January-March,8-14 nights,Air,VFR
689.0007369,7.999992636,January-March,8-14 nights,Air,Study
2141.440396,10.71680494,January-March,8-14 nights,Air,Miscellaneous
1155.65405,10.78724408,January-March,15+  nights,Air,Holiday
521.1203436,21.76206175,January-March,15+  nights,Air,VFR
362.9001704,2.480748561,January-March,1-3  nights,Air,Holiday
674.1221887,3.289606707,January-March,1-3  nights,Air,Business
112.9131874,2.020580912,January-March,1-3  nights,Air,VFR
115.7878921,0.965682313,January-March,1-3  nights,Air,Miscellaneous
19.76463924,0.990271726,January-March,1-3  nights,Tunnel,Business
503.5830586,5.116461356,January-March,4-7  nights,Air,Holiday
1978.776887,5.458176836,January-March,4-7  nights,Air,Business
292.9232659,4.588334974,January-March,4-7  nights,Air,VFR
62.14712887,3.709361382,January-March,4-7  nights,Air,Miscellaneous
49.41006362,5.941656552,January-March,4-7  nights,Sea,Business
308.0135837,6.999980224,January-March,4-7  nights,Sea,VFR
820.212773,5.882582254,January-March,8-14 nights,Air,Holiday
810.5799012,14.76042457,January-March,8-14 nights,Air,Business
139.4837645,9.775016746,January-March,8-14 nights,Air,VFR
3021.54812,131.2031875,January-March,15+  nights,Air,Business
1073.637191,51.07017525,January-March,15+  nights,Air,VFR
214.0007732,170.9999709,January-March,15+  nights,Air,Study
214.0003605,43.00000466,January-March,15+  nights,Air,Miscellaneous
204.008627,21.99990996,January-March,15+  nights,Sea,VFR
200.3247748,44.9999955,January-March,15+  nights,Tunnel,VFR
404.572278,2.475985928,January-March,1-3  nights,Air,Holiday
710.4539506,1.918393656,January-March,1-3  nights,Air,Business
193.2189995,2.299386111,January-March,1-3  nights,Air,VFR
133.1470974,2.348743086,January-March,1-3  nights,Air,Study
170.521511,1.25878603,January-March,1-3  nights,Air,Miscellaneous
318.5067192,2.068183526,January-March,1-3  nights,Tunnel,Holiday
504.1499362,1.379172938,January-March,1-3  nights,Tunnel,Business
50.67051805,2.000003368,January-March,1-3  nights,Tunnel,VFR
179.7801004,2,January-March,1-3  nights,Tunnel,Miscellaneous
552.8767487,5.338461444,January-March,4-7  nights,Air,Holiday
1149.799483,4.473783049,January-March,4-7  nights,Air,Business
443.7534177,5.120831712,January-March,4-7  nights,Air,VFR
1611.33919,7.18107673,January-March,4-7  nights,Air,Study
626.1635317,4.41411658,January-March,4-7  nights,Air,Miscellaneous
400.7268347,4.413106482,January-March,4-7  nights,Tunnel,Holiday
1063.287251,5.229340029,January-March,4-7  nights,Tunnel,Business
3638.931107,4.982141618,January-March,4-7  nights,Tunnel,VFR
285.2158268,4.499998673,January-March,4-7  nights,Tunnel,Study
725.9884054,7.822072792,January-March,8-14 nights,Air,Holiday
1354.292469,9.660246787,January-March,8-14 nights,Air,Business
425.355191,7.965577708,January-March,8-14 nights,Air,VFR
2994.071893,13.66933545,January-March,8-14 nights,Air,Study
774.4813201,9.219904383,January-March,8-14 nights,Air,Miscellaneous
2591.349446,8.000006804,January-March,8-14 nights,Tunnel,Holiday
138.7054271,2.455355223,January-March,8-14 nights,Tunnel,Business
253.3520204,12.00000408,January-March,8-14 nights,Tunnel,VFR
1819.15851,14.00000857,January-March,8-14 nights,Tunnel,Study
287.8094264,12.00000408,January-March,8-14 nights,Tunnel,Miscellaneous
1089.075954,23.22888906,January-March,15+  nights,Air,Holiday
1308.886063,14.20235434,January-March,15+  nights,Air,Business
474.2291063,17.37032972,January-March,15+  nights,Air,VFR
2360.597486,33.29963116,January-March,15+  nights,Air,Study
3118.73738,72.57680977,January-March,15+  nights,Air,Miscellaneous
7179.916501,62.00004885,January-March,15+  nights,Tunnel,Study
188.1523279,2.094001091,January-March,1-3  nights,Air,Holiday
485.0968071,1.948976136,January-March,1-3  nights,Air,Business
233.1358628,2.014621723,January-March,1-3  nights,Air,VFR
95.32855914,1.053206216,January-March,1-3  nights,Air,Miscellaneous
226.7366193,1.990993766,January-March,1-3  nights,Tunnel,Holiday
76.09388236,2,January-March,1-3  nights,Tunnel,VFR
401.5302276,5.002816363,January-March,4-7  nights,Air,Holiday
921.6290356,4.225635138,January-March,4-7  nights,Air,Business
391.7016244,4.112881135,January-March,4-7  nights,Air,VFR
87.71415136,1,January-March,4-7  nights,Air,Miscellaneous
1775.537699,5.999999856,January-March,4-7  nights,Tunnel,Business
76.09449282,5.500005997,January-March,4-7  nights,Tunnel,VFR
742.4496339,7.665479591,January-March,8-14 nights,Air,Holiday
1067.324531,5.079583797,January-March,8-14 nights,Air,Business
210.0950286,6.459858252,January-March,8-14 nights,Air,VFR
617.8452006,8,January-March,8-14 nights,Air,Miscellaneous
224.7548197,28.32302497,January-March,15+  nights,Air,Holiday
2013.999683,16,January-March,15+  nights,Air,Business
355.3316813,16.96263992,January-March,15+  nights,Air,VFR
0,17.99996835,January-March,15+  nights,Air,Miscellaneous
13.47430981,1.702355679,January-March,15+  nights,Tunnel,Holiday
864.723535,11.99999971,January-March,15+  nights,Tunnel,Miscellaneous
208.293639,2.202095347,January-March,1-3  nights,Air,Holiday
314.0000105,1,January-March,1-3  nights,Air,VFR
61.72482031,1,January-March,1-3  nights,Air,Miscellaneous
375.0005602,3.000004481,January-March,1-3  nights,Tunnel,Holiday
1006.034306,4.68590078,January-March,4-7  nights,Air,Holiday
1161.000574,5.000009477,January-March,4-7  nights,Air,Business
8013.990821,7.000000399,January-March,4-7  nights,Air,VFR
300.0004346,6.000008963,January-March,4-7  nights,Tunnel,Holiday
373.8172138,7.999993972,January-March,8-14 nights,Air,Holiday
514.0006322,12.9999936,January-March,8-14 nights,Air,Business
466.682712,3.00000008,January-March,8-14 nights,Air,VFR
2865.989436,13.99999049,January-March,8-14 nights,Tunnel,VFR
3228.112557,17.00000565,January-March,15+  nights,Air,Business
293.4697035,6.99999559,January-March,15+  nights,Air,VFR
4013.992309,82.0000049,January-March,15+  nights,Air,Study
290.0005989,18.00000407,January-March,15+  nights,Tunnel,VFR
380.1104105,2.105233618,January-March,1-3  nights,Air,Holiday
371.8154934,2.423744755,January-March,1-3  nights,Air,Business
191.52616,1.248627917,January-March,1-3  nights,Air,VFR
191.0574054,1,January-March,1-3  nights,Air,Miscellaneous
65.83333238,1,January-March,1-3  nights,Sea,Holiday
356.5000239,3.000004481,January-March,1-3  nights,Tunnel,Holiday
99.99999491,2,January-March,1-3  nights,Tunnel,VFR
444.3827471,5.37115036,January-March,4-7  nights,Air,Holiday
412.6000383,3.23166442,January-March,4-7  nights,Air,Business
428.0171184,3.951141797,January-March,4-7  nights,Air,VFR
585.4286234,5.999994141,January-March,4-7  nights,Air,Miscellaneous
244.1112616,5.33333623,January-March,4-7  nights,Tunnel,Holiday
930.6256737,10.73523909,January-March,8-14 nights,Air,Holiday
2699.957632,11.31079701,January-March,8-14 nights,Air,Business
590.9053046,9.875085747,January-March,8-14 nights,Air,VFR
1259.116861,48.21307931,January-March,15+  nights,Air,Holiday
8235.641893,226.2152512,January-March,15+  nights,Air,Business
810.4769591,29.66509775,January-March,15+  nights,Air,VFR
1704.591865,44.51667949,January-March,15+  nights,Air,Study
525.0007775,21.00000747,January-March,15+  nights,Tunnel,Holiday
229.2837145,3.999990765,January-March,15+  nights,Tunnel,Study
81.49994503,2.999996278,January-March,1-3  nights,Air,Holiday
521.8563407,3.652683007,January-March,1-3  nights,Air,Business
170.6664936,1.999992612,January-March,1-3  nights,Tunnel,Holiday
533.6959814,4.922822143,January-March,4-7  nights,Air,Holiday
5013.993305,6.999998103,January-March,4-7  nights,Air,VFR
1028.166385,6.999992395,January-March,4-7  nights,Tunnel,Holiday
862.4398771,9.000007825,January-March,8-14 nights,Air,Holiday
347.7197299,14.000009,January-March,15+  nights,Air,Holiday
707.3810828,3.248350361,January-March,1-3  nights,Air,Holiday
928.5398727,2.441984707,January-March,1-3  nights,Air,Business
19.00002238,2,January-March,1-3  nights,Air,VFR
169.780587,1.153458489,January-March,1-3  nights,Air,Miscellaneous
300.0004346,3.000004481,January-March,1-3  nights,Tunnel,Holiday
500.0012082,2,January-March,1-3  nights,Tunnel,Miscellaneous
93.42267508,4.207572825,January-March,4-7  nights,Air,Holiday
1118.689669,5.426044335,January-March,4-7  nights,Air,Business
387.4490297,4.181201621,January-March,4-7  nights,Air,VFR
199.9999898,6.000008963,January-March,4-7  nights,Tunnel,Holiday
1147.500802,5.499993006,January-March,4-7  nights,Tunnel,Study
169.9999565,6.000008963,January-March,4-7  nights,Tunnel,Miscellaneous
679.084325,7.793741696,January-March,8-14 nights,Air,Holiday
2271.534173,10.19258317,January-March,8-14 nights,Air,Business
256.7716906,9.449506889,January-March,8-14 nights,Air,VFR
261.6393311,7.924653489,January-March,15+  nights,Air,Holiday
296.3079996,25.64768142,January-March,15+  nights,Air,VFR
1877.935203,71.14490479,January-March,15+  nights,Air,Study
264.8343884,2.106288746,January-March,1-3  nights,Air,Holiday
594.2653059,2.024212899,January-March,1-3  nights,Air,Business
290.1865525,2.382650738,January-March,1-3  nights,Air,VFR
2799.114901,1.518269627,January-March,1-3  nights,Air,Miscellaneous
878.5091823,2.516941696,January-March,4-7  nights,Air,Holiday
1244.580107,5.191755702,January-March,4-7  nights,Air,Business
1069.575177,5.13926508,January-March,4-7  nights,Air,VFR
1000,4.999987478,January-March,4-7  nights,Tunnel,Business
912.4487518,9.253669205,January-March,8-14 nights,Air,Holiday
941.3470527,9.301066918,January-March,8-14 nights,Air,Business
225.7293571,12.33424931,January-March,8-14 nights,Air,VFR
336.2324109,5.13928271,January-March,15+  nights,Air,VFR
339.0008923,1,January-March,1-3  nights,Air,Holiday
1434.000685,2,January-March,1-3  nights,Air,Business
314.0009451,2,January-March,1-3  nights,Air,VFR
514.0016989,4.000014457,January-March,4-7  nights,Air,Holiday
1658.143102,4.4730753,January-March,4-7  nights,Air,Business
0,4.000004085,January-March,4-7  nights,Air,VFR
935.5252994,11.90134308,January-March,8-14 nights,Air,Holiday
247.5451211,6.999989264,January-March,8-14 nights,Air,Business
571.2026041,45.40404003,January-March,15+  nights,Air,VFR
1342.867253,2.780503538,January-March,1-3  nights,Air,VFR
386.0850457,1,January-March,1-3  nights,Air,Miscellaneous
300.0004346,3.000004481,January-March,1-3  nights,Tunnel,Miscellaneous
944.1160621,4.705353685,January-March,4-7  nights,Air,Business
377.8868708,2.780505198,January-March,4-7  nights,Air,VFR
2265.99958,11.0000102,January-March,8-14 nights,Air,Business
346.6510401,6.024424395,January-March,8-14 nights,Air,VFR
1850.242337,18.55328859,January-March,15+  nights,Air,VFR
3293.998666,129.9999682,January-March,15+  nights,Air,Study
34.00004214,1,January-March,1-3  nights,Air,Holiday
756.6761894,2.485351668,January-March,1-3  nights,Air,Business
519.4359253,3.000005001,January-March,1-3  nights,Air,VFR
456.0005588,2.999999877,January-March,1-3  nights,Air,Miscellaneous
713.3490398,5.395516916,January-March,4-7  nights,Air,Holiday
1116.630065,5.145664502,January-March,4-7  nights,Air,Business
430.3866663,2,January-March,4-7  nights,Air,VFR
1614.000744,9.99999929,January-March,8-14 nights,Air,Holiday
3444.430025,8.120187644,January-March,8-14 nights,Air,Business
163.9291419,6.160113799,January-March,8-14 nights,Air,VFR
484.7373268,30.00000067,January-March,15+  nights,Air,Holiday
988.9993158,18.0000029,January-March,15+  nights,Air,VFR
371.1127068,1.801001038,January-March,1-3  nights,Air,Holiday
541.9177033,2.701502078,January-March,1-3  nights,Air,Business
195.233242,1.801003114,January-March,1-3  nights,Air,VFR
925.0822101,8.104522382,January-March,8-14 nights,Air,Business
553.2355752,2.631905627,January-March,1-3  nights,Air,Business
243.2564367,1.32889201,January-March,1-3  nights,Air,VFR
147.0919607,1.464613953,January-March,1-3  nights,Air,Miscellaneous
213.0000958,3.000012698,January-March,1-3  nights,Tunnel,Holiday
319.9065826,2.012525618,January-March,4-7  nights,Air,Holiday
589.208689,3.846548041,January-March,4-7  nights,Air,Business
0,4,January-March,4-7  nights,Air,Miscellaneous
639.5030094,10.49051001,January-March,8-14 nights,Air,Holiday
1363.665709,8.666671649,January-March,8-14 nights,Air,Business
11.28758441,7.793580857,January-March,8-14 nights,Air,VFR
1375.136337,21.97263989,January-March,15+  nights,Air,Holiday
2433.293227,17.91551264,January-March,15+  nights,Air,Business
64.50038736,20.45817553,January-March,15+  nights,Air,VFR
3405.906904,14.81983959,January-March,1-3  nights,Air,Holiday
449.8965369,2.510333671,January-March,1-3  nights,Air,Business
0,4,January-March,4-7  nights,Air,Holiday
1121.195194,6.362178766,January-March,4-7  nights,Air,Business
0,5.532077623,January-March,4-7  nights,Air,VFR
0,69.15940219,January-March,8-14 nights,Air,Holiday
2587.3115,9.746984073,January-March,8-14 nights,Air,Business
152.5830409,6.9096923,January-March,8-14 nights,Air,VFR
0,3.000000112,January-March,8-14 nights,Air,Miscellaneous
852.0001912,11.99999511,January-March,8-14 nights,Tunnel,Holiday
1157.732447,42.81687722,January-March,15+  nights,Air,VFR
3014.000043,86.00010956,January-March,15+  nights,Air,Miscellaneous
277.740309,2.495362781,January-March,1-3  nights,Air,Holiday
456.5181175,1.878620497,January-March,1-3  nights,Air,Business
517.1474969,2.537176377,January-March,1-3  nights,Air,VFR
134.6191387,0.941154579,January-March,1-3  nights,Air,Miscellaneous
112.0000932,2.200003684,January-March,1-3  nights,Tunnel,Holiday
551.6401059,5.06880204,January-March,4-7  nights,Air,Holiday
471.4508205,2.821824396,January-March,4-7  nights,Air,Business
295.6515403,5.693648458,January-March,4-7  nights,Air,VFR
116.7869286,3.764629201,January-March,4-7  nights,Air,Miscellaneous
171.2493095,5.499982795,January-March,4-7  nights,Tunnel,Holiday
623.2818456,7.568886995,January-March,8-14 nights,Air,Holiday
1819.837826,8.580698574,January-March,8-14 nights,Air,Business
424.8584115,8.314408813,January-March,8-14 nights,Air,VFR
832.7683958,7.999980415,January-March,8-14 nights,Air,Study
517.8906487,30.72080672,January-March,15+  nights,Air,Holiday
407.0787742,14.67762792,January-March,15+  nights,Air,VFR
1212.987423,64.4999865,January-March,15+  nights,Air,Study
580.0005728,22.00004059,January-March,15+  nights,Tunnel,Holiday
112.6327367,1.729098838,January-March,1-3  nights,Air,Holiday
219.7189201,1.490042701,January-March,1-3  nights,Air,Business
714.5027004,1,January-March,1-3  nights,Air,Miscellaneous
97.55303112,1.962241267,January-March,1-3  nights,Tunnel,Holiday
165.2495079,4.486274708,January-March,4-7  nights,Air,Business
713.999045,5.00000007,January-March,4-7  nights,Air,VFR
166.4246218,3.924477267,January-March,4-7  nights,Tunnel,Holiday
257.5481944,5.027500279,January-March,8-14 nights,Air,Holiday
394.1071684,8.782395955,January-March,15+  nights,Air,Holiday
237.6246672,12.73871275,January-March,15+  nights,Air,VFR
3439.464619,101.0044598,January-March,15+  nights,Air,Study
1663.220288,23.05878466,January-March,15+  nights,Tunnel,Holiday
5014.99964,26.99999878,January-March,15+  nights,Air,Miscellaneous
5015.000143,11.00000023,July-September,8-14 nights,Air,Miscellaneous
215.0000019,16.99999987,July-September,15+  nights,Air,Miscellaneous
177.830223,1,October-December,1-3  nights,Tunnel,Miscellaneous
1028.999949,37.00000011,January-March,15+  nights,Air,Study
8486.999717,159.0000001,April-June,15+  nights,Air,Study
1239.999988,14,July-September,8-14 nights,Air,Study
264.9999938,5.000000073,January-March,4-7  nights,Air,Business
215.0000066,5.000000101,April-June,4-7  nights,Air,Miscellaneous
899.4866835,5.000000254,January-March,8-14 nights,Tunnel,VFR
254.4099202,4.967517311,April-June,4-7  nights,Sea,VFR
305.2919058,3.974013907,April-June,4-7  nights,Tunnel,VFR
291.9866135,2,July-September,4-7  nights,Sea,VFR
