spend per visit,nights per visit,quarter,dur_stay,mode,purpose
84.08980429,2.290013859,April-June,1-3  nights,Sea,VFR
223.5100129,3.815892602,April-June,4-7  nights,Air,Holiday
315.8573918,1.797700778,April-June,4-7  nights,Air,Business
161.4271847,4.381896522,April-June,4-7  nights,Air,VFR
413.9999791,4,April-June,4-7  nights,Air,Miscellaneous
263.0000092,4,April-June,4-7  nights,Sea,Holiday
284.2000082,4.4,April-June,4-7  nights,Tunnel,Holiday
252.2694029,5.343365524,April-June,4-7  nights,Tunnel,VFR
151.9061913,3.030332278,April-June,8-14 nights,Air,VFR
490.0000027,10.9999992,April-June,8-14 nights,Air,Miscellaneous
337.0885687,2,April-June,8-14 nights,Sea,Miscellaneous
623.7995991,89.00224337,April-June,15+  nights,Air,Holiday
16.04148971,24.24265736,April-June,15+  nights,Air,VFR
3500.00011,98.00000132,April-June,15+  nights,Air,Study
141.9267244,5.000000307,April-June,15+  nights,Sea,Holiday
290.5333682,2.83989911,April-June,1-3  nights,Air,Holiday
234.498946,1.587918788,April-June,1-3  nights,Air,Business
184.6260537,2.757109822,April-June,1-3  nights,Air,VFR
601.519654,1.68718511,April-June,1-3  nights,Air,Miscellaneous
2700.999888,2,April-June,1-3  nights,Sea,Holiday
18.88879289,1.483865013,April-June,1-3  nights,Sea,Business
299.9999919,2,April-June,1-3  nights,Sea,Miscellaneous
119.4999923,2.999999898,April-June,1-3  nights,Tunnel,Holiday
164.2907523,1.6782005,April-June,1-3  nights,Tunnel,Business
416.5860863,5.059935594,April-June,4-7  nights,Air,Holiday
888.9984938,5.153180746,April-June,4-7  nights,Air,Business
359.6026168,7.456337255,April-June,4-7  nights,Air,VFR
247.3829953,4.25426109,April-June,4-7  nights,Sea,Holiday
10003.00007,4,April-June,4-7  nights,Sea,Business
354.4710989,5.413893722,April-June,4-7  nights,Tunnel,Holiday
250,5.999999796,April-June,4-7  nights,Tunnel,VFR
311.4634188,6.410182107,April-June,8-14 nights,Air,Holiday
233.7223988,13.18048505,April-June,8-14 nights,Air,VFR
299.9999898,13.99999939,April-June,8-14 nights,Tunnel,VFR
1016.116294,21.9080665,April-June,15+  nights,Air,Holiday
1515.000006,30.00000015,April-June,15+  nights,Air,Study
9.999999234,21.99999857,April-June,15+  nights,Tunnel,VFR
183.6532447,2.004722856,April-June,1-3  nights,Air,Business
706.000021,6,April-June,4-7  nights,Air,Holiday
756.9179995,12.04715627,April-June,4-7  nights,Air,Business
15.00000011,9,April-June,8-14 nights,Air,VFR
154.0508037,4,April-June,8-14 nights,Sea,Business
1041.904813,2.21635877,April-June,1-3  nights,Air,Holiday
191.0966861,2.706160201,April-June,1-3  nights,Air,Business
205.0372491,1.783459168,April-June,1-3  nights,Air,VFR
0,1,April-June,1-3  nights,Sea,Business
693.6629736,6.169270657,April-June,4-7  nights,Air,Holiday
228.8787941,6.242107261,April-June,4-7  nights,Air,VFR
1173.907547,10.34469294,April-June,8-14 nights,Air,Holiday
272.0804512,10.22424376,April-June,8-14 nights,Air,VFR
585.005847,32.35511119,April-June,15+  nights,Air,Holiday
414.8428389,49.04512862,April-June,15+  nights,Air,VFR
269.3749766,2.465781985,April-June,1-3  nights,Air,Business
271.9116314,2.055147422,April-June,1-3  nights,Air,VFR
659.3575498,1.528615532,April-June,1-3  nights,Air,Miscellaneous
24.36289685,1.227264871,April-June,1-3  nights,Sea,Business
0,1,April-June,1-3  nights,Sea,Miscellaneous
3062.999966,2,April-June,1-3  nights,Tunnel,Business
1251.346334,4.852654893,April-June,4-7  nights,Air,Holiday
392.0985878,5.839696444,April-June,4-7  nights,Air,Business
487.6271981,5.574102386,April-June,4-7  nights,Air,VFR
500,6.999999816,April-June,4-7  nights,Sea,Holiday
199.9999908,6.000000123,April-June,4-7  nights,Sea,Business
400,4,April-June,4-7  nights,Tunnel,Business
1117.321786,11.79903693,April-June,8-14 nights,Air,Holiday
743.39051,9.687357462,April-June,8-14 nights,Air,Business
452.238343,10.84376986,April-June,8-14 nights,Air,VFR
615.0000237,8,April-June,8-14 nights,Air,Miscellaneous
6.756846431,1.685576761,April-June,15+  nights,Air,Holiday
391.5591589,36.96563474,April-June,15+  nights,Air,VFR
139.0985597,2.26534809,April-June,1-3  nights,Air,Holiday
361.8329286,1.902998724,April-June,1-3  nights,Air,Business
174.218908,2.983527334,April-June,1-3  nights,Air,VFR
259.8643748,2.374519479,April-June,1-3  nights,Air,Miscellaneous
101.9999995,1.666666667,April-June,1-3  nights,Sea,Business
97.50902344,2,April-June,1-3  nights,Tunnel,Holiday
227.5569971,3.922620012,April-June,4-7  nights,Air,Holiday
328.1400285,5.087845295,April-June,4-7  nights,Air,VFR
203.5830493,2,April-June,8-14 nights,Air,Holiday
444.9999949,9.99999971,April-June,8-14 nights,Sea,Holiday
1171.952984,2.688280059,April-June,1-3  nights,Air,Holiday
734.6086939,2.282201779,April-June,1-3  nights,Air,Business
1528.235534,2.44657295,April-June,1-3  nights,Air,VFR
72.60703906,0.982582819,April-June,1-3  nights,Air,Miscellaneous
166.9999975,2,April-June,1-3  nights,Tunnel,Holiday
1078.5835,5.976449206,April-June,4-7  nights,Air,Holiday
1558.182736,4,April-June,4-7  nights,Air,Business
1822.33997,6.542857446,April-June,4-7  nights,Air,VFR
1846.411638,4.91291421,April-June,4-7  nights,Air,Miscellaneous
273.8909752,6.819271878,April-June,8-14 nights,Air,Holiday
1815.000043,14,April-June,8-14 nights,Air,Business
756.3533487,15.59657839,April-June,15+  nights,Air,Holiday
3679.078327,47.16397771,April-June,15+  nights,Air,Miscellaneous
521.1851505,2.620039305,April-June,1-3  nights,Air,Holiday
486.1711025,2.256910024,April-June,1-3  nights,Air,Business
347.780795,1.981804674,April-June,1-3  nights,Air,VFR
261.4342393,2.99157416,April-June,1-3  nights,Air,Miscellaneous
768.8206129,4.561501597,April-June,4-7  nights,Air,Holiday
1501.827219,5.176101627,April-June,4-7  nights,Air,Business
709.5375548,5.983384533,April-June,4-7  nights,Air,VFR
1761.188589,3.988765503,April-June,4-7  nights,Air,Miscellaneous
662.4923463,6.825001422,April-June,8-14 nights,Air,Holiday
1811.080708,13.9606798,April-June,8-14 nights,Air,Business
1045.744783,36.8978634,April-June,15+  nights,Air,Holiday
68.16927171,4.954511432,April-June,15+  nights,Air,VFR
421.2346961,2.836804464,April-June,1-3  nights,Air,Holiday
884.9155662,2.79396824,April-June,1-3  nights,Air,Business
177.1584375,2.627632342,April-June,1-3  nights,Air,VFR
339.2208614,1.918071409,April-June,1-3  nights,Air,Miscellaneous
60.34548809,1.230779789,April-June,1-3  nights,Sea,Business
268.9999959,3,April-June,1-3  nights,Tunnel,Holiday
86.05022336,1.711711742,April-June,1-3  nights,Tunnel,Business
386.6176426,5.59402107,April-June,4-7  nights,Air,Holiday
1278.922285,4.699605217,April-June,4-7  nights,Air,Business
225.8440119,5.485099475,April-June,4-7  nights,Air,VFR
161.6594961,1.675579845,April-June,4-7  nights,Air,Miscellaneous
214.7954502,4.068423274,April-June,4-7  nights,Tunnel,Business
718.5074456,10.53775794,April-June,8-14 nights,Air,Holiday
1071.547947,9.393035264,April-June,8-14 nights,Air,Business
834.1442648,9.230810302,April-June,8-14 nights,Air,VFR
609.7287741,130.3069911,April-June,15+  nights,Air,Business
661.6429322,20.42145657,April-June,15+  nights,Air,VFR
473.3061612,2.20876525,April-June,1-3  nights,Air,Holiday
817.6688481,1.987974229,April-June,1-3  nights,Air,Business
351.6962298,2.264287071,April-June,1-3  nights,Air,VFR
180.6471739,1.026162093,April-June,1-3  nights,Air,Miscellaneous
153.8237356,2.109517349,April-June,1-3  nights,Sea,Holiday
477.764461,2.605433679,April-June,1-3  nights,Sea,Business
237.9999985,1,April-June,1-3  nights,Sea,Miscellaneous
340.4932185,2.231383831,April-June,1-3  nights,Tunnel,Holiday
890.4999872,2.499999919,April-June,1-3  nights,Tunnel,Business
657.9999958,2,April-June,1-3  nights,Tunnel,VFR
786.8791069,4.651620515,April-June,4-7  nights,Air,Holiday
1843.236789,4.421746866,April-June,4-7  nights,Air,Business
606.1456481,4.659722392,April-June,4-7  nights,Air,VFR
612.2674453,7.295182301,April-June,4-7  nights,Air,Study
1257.774878,4.500782642,April-June,4-7  nights,Air,Miscellaneous
122.0250459,2.21026016,April-June,4-7  nights,Sea,Holiday
377.5716023,3.662367999,April-June,4-7  nights,Tunnel,Holiday
1254.499921,6.999999512,April-June,4-7  nights,Tunnel,Business
699.3230806,3.531368426,April-June,4-7  nights,Tunnel,VFR
215.0000033,6.999999512,April-June,4-7  nights,Tunnel,Miscellaneous
830.6215481,6.741586844,April-June,8-14 nights,Air,Holiday
2176.890612,7.934550847,April-June,8-14 nights,Air,Business
902.6614776,7.920476834,April-June,8-14 nights,Air,VFR
1428.300636,18.13768526,April-June,8-14 nights,Air,Study
2.280527773,0.974296087,April-June,8-14 nights,Air,Miscellaneous
56.23381639,5.399022187,April-June,8-14 nights,Sea,Holiday
872.5015311,9.020707676,April-June,8-14 nights,Tunnel,Holiday
1605.99997,8,April-June,8-14 nights,Tunnel,Business
451.4999763,11.49999976,April-June,8-14 nights,Tunnel,VFR
700.6460824,9.522157586,April-June,15+  nights,Air,Holiday
1572.069893,19.09987702,April-June,15+  nights,Air,Business
517.3467433,20.36817899,April-June,15+  nights,Air,VFR
939.9403497,32.24883805,April-June,15+  nights,Air,Study
2853.061944,78.18791563,April-June,15+  nights,Air,Miscellaneous
2190.084059,57.96343119,April-June,15+  nights,Sea,Holiday
316.0992822,8.694514497,April-June,15+  nights,Tunnel,Holiday
2007.000003,20.99999984,April-June,15+  nights,Tunnel,Business
380.6708772,2.693717299,April-June,1-3  nights,Air,Holiday
1008.366605,1.829789642,April-June,1-3  nights,Air,Business
467.7135822,2.617937383,April-June,1-3  nights,Air,VFR
167.5103458,1.12716659,April-June,1-3  nights,Air,Miscellaneous
394.3489523,2.935552151,April-June,1-3  nights,Sea,Holiday
474.5443953,1.797659172,April-June,1-3  nights,Tunnel,Holiday
1003.000037,2.999999914,April-June,1-3  nights,Tunnel,VFR
723.5367769,5.341011785,April-June,4-7  nights,Air,Holiday
1110.104225,4.623311398,April-June,4-7  nights,Air,Business
368.230936,4.073249783,April-June,4-7  nights,Air,VFR
627.1404718,6.087249984,April-June,4-7  nights,Air,Miscellaneous
259.3298498,2.920968161,April-June,4-7  nights,Sea,Holiday
394.7037409,4.993497625,April-June,4-7  nights,Tunnel,Holiday
217.0000046,5.999999828,April-June,4-7  nights,Tunnel,VFR
529.7064077,5.698479821,April-June,8-14 nights,Air,Holiday
1224.261133,6.676335183,April-June,8-14 nights,Air,Business
518.8631324,7.678082005,April-June,8-14 nights,Air,VFR
200.2770948,5.49741125,April-June,8-14 nights,Sea,Holiday
909.3351476,11.82407038,April-June,15+  nights,Air,Holiday
6389.048424,53.95261592,April-June,15+  nights,Air,Business
840.2957823,11.59247094,April-June,15+  nights,Air,VFR
508.5161669,2.789051501,April-June,1-3  nights,Air,Holiday
338.0666278,3.372045568,April-June,1-3  nights,Air,Business
266.3078729,1.040196807,April-June,1-3  nights,Air,Miscellaneous
164.6510936,2.5,April-June,1-3  nights,Sea,Holiday
202.2857156,2.571428574,April-June,1-3  nights,Tunnel,Holiday
1043.226981,4.197887329,April-June,4-7  nights,Air,Holiday
454.2171972,3.169441864,April-June,4-7  nights,Air,Business
4030.490655,15.00598611,April-June,8-14 nights,Air,Holiday
1019.592163,9.361771156,April-June,8-14 nights,Air,VFR
321.815188,15.60295158,April-June,15+  nights,Air,VFR
878.9393211,2.549930717,April-June,1-3  nights,Air,Holiday
1149.688162,1.897835338,April-June,1-3  nights,Air,Business
44.59803791,1.86084106,April-June,1-3  nights,Air,VFR
164.9999925,1,April-June,1-3  nights,Air,Miscellaneous
298.2728874,2.714642504,April-June,1-3  nights,Tunnel,Holiday
1110.579372,5.107103288,April-June,4-7  nights,Air,Holiday
1203.040558,3.923152491,April-June,4-7  nights,Air,Business
351.0502531,4.277014757,April-June,4-7  nights,Air,VFR
834.8319463,4.527132258,April-June,4-7  nights,Tunnel,Holiday
171.0000016,5.000000266,April-June,4-7  nights,Tunnel,VFR
689.4003263,7.803414161,April-June,8-14 nights,Air,Holiday
2586.2906,2.99999994,April-June,8-14 nights,Air,Business
1028.795894,9.45187081,April-June,8-14 nights,Sea,Holiday
308.6387582,7.561496878,April-June,8-14 nights,Tunnel,Holiday
2315.000079,8,April-June,8-14 nights,Tunnel,VFR
3376.701259,34.9093539,April-June,15+  nights,Air,Holiday
982.3008927,36.23741732,April-June,15+  nights,Air,Study
711.441866,3.000000074,April-June,1-3  nights,Air,Holiday
1211.062934,2.318425215,April-June,1-3  nights,Air,Business
165.4599411,1.948323574,April-June,1-3  nights,Air,VFR
59.28356552,1,April-June,1-3  nights,Air,Miscellaneous
202.6323293,2.620239186,April-June,1-3  nights,Sea,Holiday
132.7980584,2.835429555,April-June,1-3  nights,Tunnel,Holiday
711.2751283,4.78562627,April-June,4-7  nights,Air,Holiday
745.6263838,4.499999831,April-June,4-7  nights,Air,Business
134.4182096,4.870809407,April-June,4-7  nights,Air,VFR
1125.99991,4,April-June,4-7  nights,Sea,Holiday
259.4820381,4.70626107,April-June,4-7  nights,Tunnel,Holiday
861.0428426,8.184540126,April-June,8-14 nights,Air,Holiday
718.8452105,8.767456361,April-June,8-14 nights,Air,VFR
309.746293,15.58658937,April-June,15+  nights,Air,VFR
347.8541682,2.979651948,April-June,1-3  nights,Air,Holiday
85.00000484,3,April-June,1-3  nights,Tunnel,Holiday
363.3353581,3.97286905,April-June,4-7  nights,Air,Holiday
315.0000163,5,April-June,4-7  nights,Air,Business
887.9999454,4,April-June,4-7  nights,Tunnel,Holiday
2509.999938,9.999999274,April-June,8-14 nights,Air,Holiday
2000,21.00000103,April-June,15+  nights,Tunnel,Holiday
236.4602634,2,April-June,1-3  nights,Air,Holiday
395.2434673,1.58479731,April-June,1-3  nights,Air,Business
195.000001,2,April-June,1-3  nights,Air,VFR
254.2210291,1.520317994,April-June,1-3  nights,Air,Miscellaneous
48.99999693,3,April-June,1-3  nights,Sea,Holiday
167.7142878,2.571428571,April-June,1-3  nights,Tunnel,Holiday
806.4698205,4.837359227,April-June,4-7  nights,Air,Holiday
1332.799272,5.2620916,April-June,4-7  nights,Air,Business
679.2488144,5.467807483,April-June,4-7  nights,Air,VFR
528.9037361,6.237033527,April-June,8-14 nights,Air,Holiday
1794.638978,11,April-June,8-14 nights,Air,VFR
182.4456915,8.348734585,April-June,8-14 nights,Air,Study
3515.000049,16,April-June,15+  nights,Air,Holiday
680.9982663,26.3360079,April-June,15+  nights,Air,VFR
3677.556526,2.540877944,April-June,1-3  nights,Air,Holiday
697.9650864,2.284050738,April-June,1-3  nights,Air,Business
798.3540238,2.77758363,April-June,1-3  nights,Air,VFR
71.13866527,1,April-June,1-3  nights,Air,Miscellaneous
19.99999957,1,April-June,1-3  nights,Tunnel,Holiday
1248.575514,4.934332228,April-June,4-7  nights,Air,Holiday
1197.934715,4.594348037,April-June,4-7  nights,Air,Business
4171.521457,5.506964128,April-June,4-7  nights,Air,VFR
1204.338637,5.405334255,April-June,8-14 nights,Air,Holiday
1929.932242,11.8867771,April-June,8-14 nights,Air,Business
1687.43023,9.182013573,April-June,8-14 nights,Air,VFR
2190.890998,19.19754984,April-June,15+  nights,Air,Business
1470.222099,22.80329366,April-June,15+  nights,Air,VFR
1571.065331,10.99999945,April-June,15+  nights,Air,Miscellaneous
1016.922162,3.013514762,April-June,1-3  nights,Air,Holiday
602.0468367,2.358808514,April-June,1-3  nights,Air,Business
3247.146731,18.7662351,April-June,1-3  nights,Air,Miscellaneous
394.1292341,2,April-June,1-3  nights,Tunnel,Holiday
813.4039723,5.832028067,April-June,4-7  nights,Air,Holiday
769.1063375,2.295196296,April-June,4-7  nights,Air,Business
893.3954069,5.947692377,April-June,4-7  nights,Air,VFR
377.3381972,6.266025486,April-June,8-14 nights,Air,Holiday
1010.921226,9.912820716,April-June,8-14 nights,Air,VFR
150,8,April-June,8-14 nights,Sea,Holiday
968.2441407,12.27210092,April-June,15+  nights,Air,Holiday
504.0410483,7.996329786,April-June,15+  nights,Air,VFR
1207.99994,14.99999929,April-June,15+  nights,Tunnel,Holiday
1252.798518,3.168280529,April-June,1-3  nights,Air,Holiday
805.0758063,2.999999914,April-June,1-3  nights,Air,Business
515.0000003,1,April-June,1-3  nights,Air,Miscellaneous
693.1113598,4.55748452,April-June,4-7  nights,Air,Holiday
2065.000037,5.500000103,April-June,4-7  nights,Air,Business
4327.945889,5.949643549,April-June,4-7  nights,Air,VFR
1365.000031,5.000000343,April-June,4-7  nights,Air,Miscellaneous
1012.049791,10.27889236,April-June,8-14 nights,Air,Holiday
374.3831276,7.284183407,April-June,8-14 nights,Air,VFR
1574.441616,19.00106883,April-June,15+  nights,Air,Holiday
822.8869251,13.29750859,April-June,15+  nights,Air,VFR
431.4311424,1.452922407,April-June,1-3  nights,Air,Holiday
1214.44782,2.221589141,April-June,1-3  nights,Air,Business
138.0497966,1.507700134,April-June,1-3  nights,Air,VFR
149.491134,1,April-June,1-3  nights,Air,Miscellaneous
749.9999593,2,April-June,1-3  nights,Tunnel,Holiday
1169.239434,4.919539488,April-June,4-7  nights,Air,Holiday
1561.284434,4.605137978,April-June,4-7  nights,Air,Business
5765.024552,5.265402427,April-June,4-7  nights,Air,VFR
165.0000045,5.00000015,April-June,4-7  nights,Air,Miscellaneous
300,7,April-June,4-7  nights,Tunnel,Holiday
978.0250601,7.335638332,April-June,8-14 nights,Air,Holiday
345.2389259,3,April-June,8-14 nights,Air,Business
951.0042936,6.485021858,April-June,8-14 nights,Air,VFR
10014.9995,12.99999959,April-June,8-14 nights,Air,Miscellaneous
614.9999731,35.99999834,April-June,15+  nights,Air,VFR
94.35236916,0.790130776,April-June,1-3  nights,Air,Holiday
1000,2.999999923,April-June,1-3  nights,Sea,VFR
99.99999618,1,April-June,1-3  nights,Tunnel,Holiday
414.9999896,4,April-June,4-7  nights,Air,Business
515.0000061,4,April-June,4-7  nights,Air,VFR
129.9999969,4,April-June,4-7  nights,Tunnel,Holiday
1499.999898,9.999999592,April-June,8-14 nights,Tunnel,Holiday
6537.184649,60.04994509,April-June,15+  nights,Air,Holiday
514.9999958,54.00000039,April-June,15+  nights,Air,VFR
626.6537995,2.923489431,April-June,1-3  nights,Air,Holiday
895.9072738,2.948724756,April-June,1-3  nights,Air,VFR
3319.671493,5.041863578,April-June,4-7  nights,Air,Holiday
10149.211,4.57491889,April-June,4-7  nights,Air,Business
1994.978445,2.948724888,April-June,4-7  nights,Air,VFR
2356.447143,9.74967661,April-June,8-14 nights,Air,Holiday
1391.133015,8.448413076,April-June,8-14 nights,Air,Business
1196.180995,8.471450118,April-June,8-14 nights,Air,VFR
1486.273674,2,April-June,8-14 nights,Air,Miscellaneous
517.4774858,6.787081665,April-June,15+  nights,Air,Business
9657.897454,145.47043,April-June,15+  nights,Air,VFR
57.97969902,2,April-June,15+  nights,Air,Miscellaneous
964.968492,2.98586108,April-June,4-7  nights,Air,Holiday
365.0000063,6.999999885,April-June,4-7  nights,Air,Business
5069.968581,2.021297113,April-June,4-7  nights,Air,VFR
1015.000015,10,April-June,8-14 nights,Air,Business
281.2952287,13.13843115,April-June,8-14 nights,Air,VFR
415.3707975,2.374179765,April-June,1-3  nights,Air,Holiday
1647.704028,2.612495668,April-June,1-3  nights,Air,Business
228.2206594,3.031945714,April-June,1-3  nights,Air,VFR
81.00000263,1,April-June,1-3  nights,Air,Miscellaneous
949.9999756,1,April-June,1-3  nights,Tunnel,VFR
1526.319261,4.397347795,April-June,4-7  nights,Air,Holiday
1267.849281,3.63020846,April-June,4-7  nights,Air,Business
15014.99931,5.00000006,April-June,4-7  nights,Air,Miscellaneous
558.2969928,8.591509209,April-June,8-14 nights,Air,Holiday
915.0000071,8,April-June,8-14 nights,Air,Business
136.6620783,7.802978415,April-June,8-14 nights,Air,VFR
1780.38406,20.19036562,April-June,15+  nights,Air,Holiday
578.6828376,43.69368796,April-June,15+  nights,Air,VFR
600.7474623,2.010644262,April-June,1-3  nights,Air,Holiday
653.823379,2.163346232,April-June,1-3  nights,Air,Business
244.8544737,2.309459839,April-June,1-3  nights,Air,VFR
114.9999982,1,April-June,1-3  nights,Air,Miscellaneous
817.2775175,0.916666674,April-June,1-3  nights,Tunnel,Business
631.1311448,4.63243685,April-June,4-7  nights,Air,Holiday
1550.233317,4.170146739,April-June,4-7  nights,Air,Business
433.0010438,6.000000277,April-June,4-7  nights,Air,Miscellaneous
767.0250799,5.201563669,April-June,8-14 nights,Air,Holiday
478.0110273,4.180084131,April-June,8-14 nights,Air,Business
1047.489732,21.21985527,April-June,15+  nights,Air,Holiday
6123.29174,21.29959565,April-June,15+  nights,Air,Business
1352.856143,44.98179254,April-June,15+  nights,Air,VFR
383.6846627,2.340608942,April-June,1-3  nights,Air,Holiday
557.5230958,1.810344141,April-June,1-3  nights,Air,Business
215.0000025,1,April-June,1-3  nights,Air,Miscellaneous
29.29074513,2.285714445,April-June,1-3  nights,Tunnel,Holiday
359.9507078,2.285714445,April-June,1-3  nights,Tunnel,Business
435.6502705,3.85163456,April-June,4-7  nights,Air,Holiday
1507.405091,5.128115657,April-June,4-7  nights,Air,Business
868.8368888,7.985405313,April-June,8-14 nights,Air,Holiday
1791.685454,10.05256112,April-June,8-14 nights,Air,VFR
3561.999958,19.0000008,April-June,15+  nights,Air,VFR
1805.869474,21.98125336,January-March,15+  nights,Air,Holiday
432.344699,1.32035029,October-December,1-3  nights,Air,Miscellaneous
732.6267626,7.842442287,January-March,15+  nights,Air,Holiday
155.9320324,2.108041311,April-June,1-3  nights,Sea,Holiday
169.8827464,2.046910419,July-September,1-3  nights,Sea,Holiday
188.7126525,4.006165305,July-September,4-7  nights,Sea,Holiday
455.2705339,2.129963583,October-December,1-3  nights,Air,VFR
1897.165795,9.860549687,October-December,8-14 nights,Air,Business
2470.792492,6.249985827,October-December,4-7  nights,Air,Business
1671.982058,7.300064867,April-June,8-14 nights,Air,Business
172.5379116,1.558791761,July-September,1-3  nights,Air,VFR
788.6533387,5.658901079,January-March,8-14 nights,Air,VFR
1397.796981,19.12452635,January-March,15+  nights,Air,Holiday
5500.251694,5.061588228,January-March,4-7  nights,Air,VFR
832.0142192,4.147192596,July-September,4-7  nights,Air,VFR
1253.29587,15.98393567,October-December,15+  nights,Air,Holiday
496.96618,3.1702917,April-June,4-7  nights,Air,Business
585.1591966,2.570670543,July-September,1-3  nights,Air,Business
111.0627998,1.991084026,July-September,1-3  nights,Sea,Holiday
712.5397245,2.079253266,April-June,1-3  nights,Air,Business
544.5326312,1.856478461,July-September,1-3  nights,Air,Business
799.7469804,3.531015439,July-September,4-7  nights,Air,Business
191.4856109,1.88802839,January-March,1-3  nights,Air,VFR
243.9019863,4.027085504,July-September,4-7  nights,Tunnel,Holiday
429.9084204,3.91756846,January-March,4-7  nights,Air,VFR
430.4179355,4.940742228,July-September,4-7  nights,Tunnel,Holiday
871.1864134,2.137488538,October-December,1-3  nights,Air,Business
1414.999947,2.999999914,April-June,1-3  nights,Air,Holiday
354.1746913,1,April-June,1-3  nights,Air,Business
404.6488989,1.895518077,April-June,1-3  nights,Air,VFR
215.209888,1.380375292,April-June,1-3  nights,Air,Miscellaneous
649.9999899,3,April-June,1-3  nights,Sea,Holiday
1097.469048,4.857190429,April-June,4-7  nights,Air,Holiday
690.7935848,5.561685811,April-June,4-7  nights,Air,Business
178.3711023,3.601426141,April-June,4-7  nights,Air,VFR
500,6.000000134,April-June,4-7  nights,Tunnel,Holiday
575.719069,4.954024264,April-June,8-14 nights,Air,Holiday
2310.509976,8.062796994,April-June,8-14 nights,Air,Business
15.82384279,1.91058701,April-June,8-14 nights,Air,VFR
1498.554796,8,April-June,8-14 nights,Air,Miscellaneous
365.3599169,5.999999834,April-June,15+  nights,Air,Holiday
368.3054837,12.62931737,April-June,15+  nights,Air,VFR
352.9020452,4,April-June,15+  nights,Sea,Holiday
2211.53805,2.951849854,April-June,1-3  nights,Air,Holiday
1242.276576,2.212960291,April-June,1-3  nights,Air,Business
546.0182778,2.277482631,April-June,1-3  nights,Air,VFR
111.9036262,1,April-June,1-3  nights,Air,Miscellaneous
2610.29421,4.842524,April-June,4-7  nights,Air,Holiday
1635.227361,4.253765354,April-June,4-7  nights,Air,Business
2548.567826,4.542130811,April-June,4-7  nights,Air,VFR
252.1319838,2,April-June,4-7  nights,Air,Miscellaneous
4097.683147,9.179957297,April-June,8-14 nights,Air,Holiday
2359.390421,8.208075545,April-June,8-14 nights,Air,Business
1214.228829,8.254000441,April-June,8-14 nights,Air,VFR
13742.19059,8.84318735,April-June,8-14 nights,Air,Miscellaneous
3135.248666,27.88857486,April-June,15+  nights,Air,Holiday
34038.38808,21.30899318,April-June,15+  nights,Air,Business
1957.450275,28.62526526,April-June,15+  nights,Air,VFR
2449.000011,50.99999803,April-June,15+  nights,Air,Miscellaneous
1364.094531,3.0000001,April-June,1-3  nights,Air,Holiday
1104.250396,2.623055096,April-June,1-3  nights,Air,Business
1685.239829,1.618299164,April-June,1-3  nights,Air,VFR
126.2680487,1,April-June,1-3  nights,Air,Miscellaneous
1545.824744,6.760657656,April-June,4-7  nights,Air,Holiday
2152.27653,5.670251379,April-June,4-7  nights,Air,Business
2698.499933,6.500000064,April-June,4-7  nights,Air,VFR
2315.455914,9.066633498,April-June,8-14 nights,Air,Holiday
2677.627868,3.000000086,April-June,8-14 nights,Air,Business
3014.999996,11.99999975,April-June,8-14 nights,Air,VFR
4015.000034,14.00000023,April-June,8-14 nights,Air,Miscellaneous
1926.227426,19.9587012,April-June,15+  nights,Air,Holiday
102.5163294,1.300130627,April-June,1-3  nights,Air,VFR
14.99999985,1,April-June,1-3  nights,Air,Miscellaneous
1907.065207,5.577190182,April-June,4-7  nights,Air,Business
1264.892303,4.953362735,April-June,4-7  nights,Air,VFR
5514.999884,4,April-June,4-7  nights,Air,Miscellaneous
1014.999983,13.99999976,April-June,8-14 nights,Air,Holiday
3515.000068,14.00000069,April-June,8-14 nights,Air,Miscellaneous
3515.000068,20.50000066,April-June,15+  nights,Air,Holiday
2015.000029,16,April-June,15+  nights,Air,VFR
1368.603471,2.61384953,April-June,1-3  nights,Air,Holiday
1015.000069,1,April-June,1-3  nights,Air,Business
514.9999799,1,April-June,1-3  nights,Air,Miscellaneous
2819.477519,5.475076631,April-June,4-7  nights,Air,Holiday
5262.943662,5.32113498,April-June,4-7  nights,Air,Business
1014.99996,4.999999932,April-June,4-7  nights,Air,VFR
3864.997213,10.49621449,April-June,8-14 nights,Air,Holiday
1867.563564,14.00000006,April-June,8-14 nights,Air,Miscellaneous
6398.318241,16.65080023,April-June,15+  nights,Air,Holiday
1264.999974,64,April-June,15+  nights,Air,VFR
5374.996932,34.79998006,April-June,15+  nights,Air,Miscellaneous
1047.250861,1.859063383,April-June,1-3  nights,Air,Business
1015.000069,7.000000098,April-June,4-7  nights,Air,Holiday
975.7704385,4,April-June,8-14 nights,Air,Holiday
615.0000063,3.000000115,April-June,1-3  nights,Air,Holiday
1356.78312,2.78859492,April-June,1-3  nights,Air,Business
2015.000013,2.999999917,April-June,1-3  nights,Air,VFR
3465.000001,1,April-June,1-3  nights,Air,Miscellaneous
2642.296642,5.818651202,April-June,4-7  nights,Air,Holiday
5431.499875,9.500000229,April-June,8-14 nights,Air,Holiday
401.1531273,2.99999994,April-June,8-14 nights,Air,VFR
1393.062652,4,April-June,8-14 nights,Air,Miscellaneous
17514.9999,16,April-June,15+  nights,Air,Holiday
15.47661304,24.16782351,April-June,15+  nights,Air,Business
575.5867095,4.673166083,April-June,1-3  nights,Air,Business
1001.19338,1.986193341,April-June,1-3  nights,Air,Miscellaneous
